timestamp,close,high,low,trade_count,open,volume,vwap
2023-08-16 17:01:00+00:00,484.91,485.15,484.91,24,485.15,384,485.036806
2023-08-16 17:03:00+00:00,485.17,485.24,485.05,21,485.05,604,485.141559
2023-08-16 17:04:00+00:00,485.1,485.21,485.1,36,485.21,467,485.069016
2023-08-16 17:05:00+00:00,484.93,485.26,484.78,56,485.02,2391,484.972904
2023-08-16 17:06:00+00:00,484.47,484.87,484.47,59,484.87,1575,484.729641
2023-08-16 17:07:00+00:00,484.33,484.52,484.28,39,484.52,1314,484.372369
2023-08-16 17:08:00+00:00,484.3,484.42,484.21,24,484.31,645,484.314017
2023-08-16 17:09:00+00:00,484.21,484.32,484.06,50,484.32,1360,484.173523
2023-08-16 17:10:00+00:00,484.02,484.17,483.91,41,484.115,1461,484.027214
2023-08-16 17:11:00+00:00,484.18,484.41,484.07,65,484.07,3925,484.234959
2023-08-16 17:12:00+00:00,484.08,484.42,484.07,39,484.34,1944,484.204293
2023-08-16 17:13:00+00:00,484.57,484.57,484.22,32,484.255,1226,484.312159
2023-08-16 17:14:00+00:00,484.5,484.59,484.3,55,484.49,2664,484.463601
2023-08-16 17:15:00+00:00,484.41,484.5125,484.37,34,484.5125,1070,484.421473
2023-08-16 17:16:00+00:00,484.89,484.9,484.65,22,484.65,690,484.810504
2023-08-16 17:17:00+00:00,484.64,484.88,484.64,36,484.81,842,484.750939
2023-08-16 17:18:00+00:00,484.64,484.71,484.64,19,484.71,469,484.66583
2023-08-16 17:19:00+00:00,484.66,484.66,484.66,35,484.66,404,484.645456
2023-08-16 17:20:00+00:00,484.75,484.87,484.67,36,484.72,1305,484.756038
2023-08-16 17:21:00+00:00,485.02,485.02,484.67,28,484.67,673,484.857429
2023-08-16 17:22:00+00:00,485.155,485.16,485.06,18,485.06,500,485.133378
2023-08-16 17:23:00+00:00,484.99,484.99,484.97,18,484.97,444,485.047388
2023-08-16 17:24:00+00:00,484.93,484.945,484.93,30,484.945,473,484.958259
2023-08-16 17:25:00+00:00,485.03,485.03,484.91,36,484.91,844,484.974419
2023-08-16 17:26:00+00:00,485.07,485.08,484.66,48,484.66,1371,484.974208
2023-08-16 17:27:00+00:00,484.95,485.11,484.95,32,485.1,884,485.093129
2023-08-16 17:28:00+00:00,485.14,485.16,485.11,17,485.11,379,485.131638
2023-08-16 17:29:00+00:00,484.95,485.09,484.95,42,485.0,1137,484.996072
2023-08-16 17:30:00+00:00,485.04,485.04,484.825,47,485.005,833,484.939287
2023-08-16 17:31:00+00:00,484.98,485.12,484.98,37,484.99,1027,485.019416
2023-08-16 17:32:00+00:00,485.355,485.47,485.021,26,485.021,1165,485.347497
2023-08-16 17:34:00+00:00,485.34,485.34,485.07,27,485.07,675,485.201376
2023-08-16 17:35:00+00:00,485.19,485.26,485.16,29,485.16,861,485.181324
2023-08-16 17:36:00+00:00,485.145,485.145,485.005,35,485.005,369,485.098939
2023-08-16 17:37:00+00:00,485.18,485.18,485.11,33,485.12,1007,485.127349
2023-08-16 17:38:00+00:00,485.1,485.1,485.1,19,485.1,266,485.04326
2023-08-16 17:39:00+00:00,485.265,485.265,485.11,40,485.16,1306,485.157194
2023-08-16 17:40:00+00:00,485.51,485.72,485.41,45,485.41,2781,485.58413
2023-08-16 17:41:00+00:00,485.7375,485.7854,485.56,39,485.62,1363,485.660922
2023-08-16 17:43:00+00:00,486.58,486.65,486.205,53,486.23,1960,486.358863
2023-08-16 17:44:00+00:00,486.12,486.51,486.12,48,486.51,1758,486.278435
2023-08-16 17:46:00+00:00,486.34,486.34,486.06,35,486.093,888,486.147616
2023-08-16 17:47:00+00:00,486.7,486.7,486.28,42,486.28,2895,486.536832
2023-08-16 17:48:00+00:00,486.95,487.28,486.75,46,486.75,1898,487.029384
2023-08-16 17:49:00+00:00,487.0,487.04,486.94,31,487.04,726,486.999612
2023-08-16 17:50:00+00:00,486.91,487.21,486.91,52,487.13,2364,487.091838
2023-08-16 17:51:00+00:00,486.49,486.69,486.49,31,486.69,713,486.626983
2023-08-16 17:52:00+00:00,486.49,486.49,486.415,30,486.445,634,486.510347
2023-08-16 17:53:00+00:00,486.675,486.7,486.61,24,486.61,521,486.643874
2023-08-16 17:55:00+00:00,486.71,486.74,486.71,29,486.74,970,486.709323
2023-08-16 17:56:00+00:00,486.52,486.52,486.52,7,486.52,139,486.525473
2023-08-16 17:59:00+00:00,486.4,486.4,486.39,25,486.39,608,486.427365
