timestamp,SOXL,SOXX
2023-08-01 16:48:00+00:00,28.42,534.9564
2023-08-01 16:49:00+00:00,28.43,534.74
2023-08-01 16:50:00+00:00,28.43,534.91
2023-08-01 16:51:00+00:00,28.422,534.76
2023-08-01 16:52:00+00:00,28.43,535.015
2023-08-01 16:53:00+00:00,28.4506,535.15
2023-08-01 16:54:00+00:00,28.4386,535.0
2023-08-01 16:55:00+00:00,28.42,535.0
2023-08-01 16:56:00+00:00,28.46,535.16
2023-08-01 16:57:00+00:00,28.46,535.16
2023-08-01 16:58:00+00:00,28.4713,535.05
2023-08-01 16:59:00+00:00,28.49,535.31
2023-08-01 17:00:00+00:00,28.5,535.41
2023-08-01 17:01:00+00:00,28.495,535.41
2023-08-01 17:02:00+00:00,28.5,535.19
2023-08-01 17:03:00+00:00,28.485,535.31
2023-08-01 17:04:00+00:00,28.495,535.25
2023-08-01 17:05:00+00:00,28.515,535.25
2023-08-01 17:06:00+00:00,28.51,535.43
2023-08-01 17:07:00+00:00,28.55,535.68
2023-08-01 17:08:00+00:00,28.55,535.66
2023-08-01 17:09:00+00:00,28.5101,535.54
2023-08-01 17:10:00+00:00,28.47,535.22
2023-08-01 17:11:00+00:00,28.44,534.98
2023-08-01 17:12:00+00:00,28.4199,534.89
2023-08-01 17:13:00+00:00,28.41,534.96
2023-08-01 17:14:00+00:00,28.45,534.81
2023-08-01 17:15:00+00:00,28.44,534.97
2023-08-01 17:16:00+00:00,28.4599,535.04
2023-08-01 17:17:00+00:00,28.4222,534.9025
2023-08-01 17:18:00+00:00,28.3962,534.64
2023-08-01 17:19:00+00:00,28.3538,534.44
2023-08-01 17:20:00+00:00,28.39,534.47
2023-08-01 17:21:00+00:00,28.39,534.65
2023-08-01 17:22:00+00:00,28.37,534.62
2023-08-01 17:23:00+00:00,28.37,534.525
2023-08-01 17:24:00+00:00,28.3999,534.675
2023-08-01 17:25:00+00:00,28.3933,534.675
2023-08-01 17:26:00+00:00,28.39,534.68
2023-08-01 17:27:00+00:00,28.385,534.68
2023-08-01 17:28:00+00:00,28.38,534.5325
2023-08-01 17:29:00+00:00,28.355,534.53
2023-08-01 17:30:00+00:00,28.3321,534.42
2023-08-01 17:31:00+00:00,28.3142,534.02
2023-08-01 17:32:00+00:00,28.3657,534.44
2023-08-01 17:33:00+00:00,28.3648,534.45
2023-08-01 17:34:00+00:00,28.396,534.45
2023-08-01 17:35:00+00:00,28.37,534.56
2023-08-01 17:36:00+00:00,28.375,534.56
2023-08-01 17:37:00+00:00,28.3276,534.2217
2023-08-01 17:38:00+00:00,28.32,534.23
2023-08-01 17:39:00+00:00,28.31,534.06
2023-08-01 17:40:00+00:00,28.3587,534.425
2023-08-01 17:41:00+00:00,28.35,534.425
2023-08-01 17:42:00+00:00,28.385,534.61
2023-08-01 17:43:00+00:00,28.4,534.83
2023-08-01 17:44:00+00:00,28.4195,534.64
2023-08-01 17:45:00+00:00,28.3811,534.64
2023-08-01 17:46:00+00:00,28.385,534.64
2023-08-01 17:47:00+00:00,28.39,534.52
2023-08-01 17:48:00+00:00,28.389,534.55
2023-08-01 17:49:00+00:00,28.3982,534.55
2023-08-01 17:50:00+00:00,28.435,534.97
2023-08-01 17:51:00+00:00,28.4211,534.96
2023-08-01 17:52:00+00:00,28.47,534.96
2023-08-01 17:53:00+00:00,28.47,535.22
2023-08-01 17:54:00+00:00,28.475,535.16
2023-08-01 17:55:00+00:00,28.48,535.09
2023-08-01 17:56:00+00:00,28.495,535.3
2023-08-01 17:57:00+00:00,28.535,535.455
2023-08-01 17:58:00+00:00,28.5373,535.68
2023-08-01 17:59:00+00:00,28.5178,535.54
2023-08-01 18:00:00+00:00,28.54,535.56
2023-08-01 18:01:00+00:00,28.545,535.75
2023-08-01 18:02:00+00:00,28.54,535.56
2023-08-01 18:03:00+00:00,28.5878,535.8097
2023-08-01 18:04:00+00:00,28.5899,535.8097
2023-08-01 18:05:00+00:00,28.59,536.0
2023-08-01 18:06:00+00:00,28.585,536.0
2023-08-01 18:07:00+00:00,28.54,535.63
